date_debut,date_fin,titre_court,description_rapide,categorie,pays
2018-01-01,2018-01-31,Nouveaux mécanismes de licences d'importation de bois,Introduction ou ajustement des mécanismes de licences pour l'importation de bois et produits dérivés,Économie/Logistique,Égypte
2019-04-01,2019-04-30, Coopération régionale et marchés du bois dans le cadre MENA,Renforcement de la coopération commerciale régionale et aspects logistiques liés au bois entre Égypte et partenaires régionaux,Économie/Logistique,Égypte/Autre pays MENA
2020-07-01,2020-07-31,Décision NFSA relative à l'importation de bois en Égypte (cadre général),"Décision liée au cadre d’importation et à la diligence associée pour le bois et les produits du bois, en lien avec les règles générales",Juridique/Logistique,Égypte
2023-03-01,2023-03-31,Tendances d'importation du bois et marchés mondiaux vers l'Égypte,Analyse des flux d'importation de bois et des prix mondiaux impactant l'Égypte,Économie/Global,Égypte
2024-05-01,2024-05-31,Impact de la conjoncture macroéconomique sur les importations de bois,Évolutions des coûts logistiques et des tarifs influençant les flux d'import/export du bois,Économie/Logistique,Égypte
2025-01-01,2025-12-31,Perspectives pour le bois d'importation en Égypte dans le cadre FLEGT/gestion durable,Échos des discussions et des évolutions potentielles autour de la durabilité et des exigences de traçabilité liées au bois importé,Politique/Environnement/Global,Égypte
2012-06-30,2012-07-31,Élection de Mohamed Morsi,Premier président égyptien élu démocratiquement après la révolution de 2011,Politique/Géopolitique,Égypte
2013-07-03,2013-07-03,Renversement de Morsi,Les forces armées destituent Morsi et prennent le contrôle du pouvoir,Politique/Géopolitique,Égypte
2013-08-14,2013-08-14,Assaut sur les camps de protestation Rabaa et Nahda,Crackdown sanglant sur les manifestants pro-Morsi,Politique/Social,Égypte
2014-01-14,2014-02-01,Référendum constitutionnel 2014,Révision constitutionnelle approuvée lors d'un référendum populaire,Politique/Juridique,Égypte
2014-06-08,2014-06-08,Élection présidentielle d'Abdel Fattah al-Sissi,Sissi élu président après la période post-révolution,Politique,Égypte
2015-04-04,2015-04-30,Découverte/importante production de gaz Zohr,Entrée en production du champ gazier majeur Zohr (effet sur l’économie) ,Économie/Énergie,Égypte
2016-11-03,2016-11-03,Dévaluation du livre égyptien et début du programme FMI,Annonce du flottement de la livre et du début d’un programme de financement avec le FMI,Économie/Géopolitique,Égypte
2016-11-23,2017-01-31,Signature du programme FMI pour l’Égypte,"Accord-cadre FMI pour un prêt d’environ 12 Md$, mesures d’ajustement",Économie/Géopolitique,Égypte
2021-03-23,2021-03-29,Blocage du Canal de Suez par l Ever Given,"Navire Ever Given bloque le canal pendant 6 jours, perturbant le commerce mondial",Économie/Géopolitique,Égypte
2021-07-07,2021-07-07,Libération du Ever Given et fin du litige,SCA libère le navire après un accord financier,Économie/Géopolitique,Égypte
2022-11-04,2022-11-18,COP27 à Sharm el-Caïd et dynamiques climatiques,Égypte accueille la COP27 et promeut les engagements climatiques régionaux,Environnement/Global,Égypte
2020-03-11,2020-05-31,COVID-19 en Égypte,Perturbations sanitaires et mesures de confinement,Santitaire/Social,Égypte
2020-12-01,2020-12-31,Lancement de campagnes de vaccination et mesures sanitaires,Programmes vaccinal et réouvertures progressives,Santitaire/Logistique,Égypte
2023-01-01,2023-12-31,Réformes économiques publiques et cadre budgétaire,Poursuite des réformes économiques et soutien FMI,Économie/Politique,Égypte
2024-01-01,2024-12-31,Élections et continuité politique sous Sissi,Maintien du cadre politique et renouvellement partiel des mandats,Politique,Égypte
2022-01-01,2022-12-31,Zohr gas field et sécurité énergétique,Impact économique et énergétique significatif,Économie/Énergie,Égypte
2012-11-20,2012-12-20,Ghana envisage d'importer du bois,La déforestation et l'épuisement des ressources locales poussent le Ghana à envisager l'importation de bois en remplacement pour répondre à la demande domestique et industrielle.,Politique/Géopolitique/Économie,Ghana
2016-09-01,2016-10-01,Nouvelle Commission de Validation du Timber (TVC) inaugurée,Inauguration officielle de la nouvelle Timber Validation Committee (TVC) pour vérifier et valider les demandes de licences et garantir la transparence du secteur.,Politique/Juridique/Logistique,Ghana
2025-04-28,2025-05-28,Ghana sur la voie d’émettre la première licence FLEGT d’ici fin juin 2025,Le ministre annonce que le Ghana émettra sa première licence FLEGT pour certifier la provenance légale du bois destiné au marché européen.,Politique/Juridique/Économie/Logistique,Ghana
2025-08-18,2025-09-18,Ghana délivre la première licence FLEGT d’Afrique,Ghana émet officiellement la toute première licence FLEGT en Afrique dans le cadre du VPA avec l’UE.,Politique/Environnement/Économie,Ghana
2025-08-19,2025-09-19,Exportation du bois traçable vers l’UE sous FLEGT,Premières exportations de bois et produits du bois sous le système FLEGT vers l’Union européenne.,Économie/Logistique/Global,Ghana/UE
2025-10-08,2025-11-08,Début des exportations de bois certifié FLEGT vers l’UE,"Lancement opérationnel du flux d’exportation de bois FLEGT, avec impact sur la chaîne d’approvisionnement et la traçabilité.",Économie/Logistique/Global,Ghana/UE
2025-11-05,2025-12-05,Certification et traçabilité renforcées: Ghana avance dans la mise en œuvre FLEGT,"Suite au lancement, le système TLAS et les mécanismes de traçabilité renforcés améliorent la gouvernance forestière et l’accès au marché.",Géopolitique/Économie/Environnement,Ghana
2012-07-24,2012-07-24,Mahama sworn in,"John Mahama sworn in as President after the death of John Atta Mills, marking a constitutional transition",Politique/Geopolitique,Ghana
2012-12-07,2012-12-07,Élection présidentielle 2012,Élection présidentielle remportée par John Mahama et réélection du NDC,Politique,Ghana
2015-11-30,2015-12-01,Barge énergétique Kar Powership,Barge Kar Powership arrive au Ghana pour augmenter la production électrique,Énergie/Géopolitique,Ghana
2015-12-30,2015-12-30,Fin de Dumsor annoncée,Annonce officielle de la fin du cycle de délestage (dumsor) attendu,Économie/Social,Ghana
2017-01-07,2017-01-07,Investiture d'Akufo-Addo,Nana Akufo-Addo est investi président après sa victoire en 2016,Politique,Ghana
2017-09-01,2018-08-31,Lancement/prise en charge du Free SHS,Lancement du programme gratuit d’enseignement secondaire,Éducation/Social,Ghana
2019-03-01,2019-03-01,Réformes économiques et dette,Poursuite des réformes économiques et consolidation budgétaire,Économie,Ghana
2020-03-11,2020-03-11,Covid-19 Ghana,Premier cas confirmé de Covid-19 et mesures sanitaires importantes,Santé/ Politique,Ghana
2020-12-07,2020-12-07,Élections générales 2020,Élections présidentielles et législatives de 2020,Politique,Ghana
2022-12-01,2022-12-31,Accord IMF/Cadre d’aide,Ghana announce agreement with IMF for financial support and reforms,Économie/Global,Ghana
2024-12-07,2024-12-07,Élections 2024,Élections générales avec victoire/retour potentiel d’un parti,Politique,Ghana
2025-01-07,2025-01-07,Investiture Mahama (3e mandat),John Mahama inauguré président pour un troisième mandat,Politique,Ghana
2016-12-09,2017-01-09,Suspension de 23 opérateurs forestiers,Suspension des droits d'exploitation de 23 opérateurs pour non-conformité au cadre légal et réglementaire,Politique/Juridique/Économie,Cameroon
2018-12-01,2018-12-31,Renouvellement automatique du VPA Cameroun-UE,Renouvellement automatique du VPA prévu jusqu'en 2025 après vérifications de conformité,Politique/Économie/Global,Cameroon/UE
2021-03-02,2021-12-31,Décret sur l'utilisation du bois légal dans les marchés publics,Décret rendant obligatoire l'utilisation de bois légal et la vérification de légalité dans les marchés publics,Politique/Juridique/Économie,Cameroon
2023-06-12,2023-07-12,Contexte et défis de l'exploitation illégale du bois,Rapport et analyses sur l'exploitation illégale et le contournement des contrôles forestiers,Environnement/Social/Économie,Cameroon
2024-10-12,2024-11-30,Annonce de fin du VPA par l'Union européenne,L'UE annonce la résiliation du VPA avec le Cameroun en raison de violations et d'illégalités persistantes,Politique/Environnement/Économie,Cameroon/UE
2024-11-30,2024-12-31,Effet de la fin du VPA sur les exportations de bois,"Entrée en vigueur de la fin du VPA, redirection potentielle des flux commerciaux et renforcement des contrôles nationaux",Économie/Logistique/Global,Cameroon
2012-01-01,2012-01-01,Crise politique et contestation locale,Premières manifestations et tensions politiques autour des réformes constitutionnelles et du pouvoir,Politique/Géopolitique,Cameroon
2013-02-01,2013-03-01,Manifestations étudiantes et répression,Réactions étudiantes contre les politiques du gouvernement et répression des forces de l’ordre,Politique/Social/Juridique,Cameroon
2014-07-01,2014-08-01,Attaques de Boko Haram dans le nord,Attaques transfrontalières et combats dans les régions de l’Extrême-Nord,Sécurité/Géopolitique/Logistique,Cameroon/Nigeria
2014-12-01,2015-01-01,Premieres frappes aériennes contre Boko Haram,Cameroon ordonne des frappes aériennes contre Boko Haram après des attaques frontalières,Sécurité/Géopolitique/Autre,Cameroon/Nigeria
2015-04-01,2015-04-01,Renforcement militaire contre Boko Haram,Déploiement massif des troupes et réajustement stratégique dans les régions frontalières,Sécurité/Logistique,Cameroon
2016-10-01,2016-10-01,Début du conflit anglophone (vague précoce),Multiplication des tensions linguistiques et sociales marquant le début des frictions anglophones,Politique/Social,Cameroon
2017-11-01,2017-11-01,Crise anglophone s’intensifie,Émergence de revendications séparatistes dans les régions du Nord-Ouest et du Sud-Ouest,Social/Politique/Géopolitique,Cameroon
2018-05-01,2018-05-01,Élections locales et tensions,Élections locales suivies de tensions politiques et sociales dans plusieurs régions,Politique/Social,Cameroon
2019-06-01,2019-06-01,Répression des étudiants et fragilisation sociale,Vagues d’arrestations et de répressions liées à des protestations estudiantines et sociales,Social/Juridique,Cameroon
2020-02-01,2020-02-01,Ngarbuh massacre et réaction internationale,"Attaque et massacre dans le Nord-Ouest, marquant l’attention internationale et les appels à l’enquête",Sanitaire/Social/Global,Cameroon
2020-03-01,2020-03-01,COVID-19 au Cameroun,"Premiers cas et mesures sanitaires, confinement partiel et mesures de prévention",Santé/Public/Logistique,Cameroon
2020-07-01,2020-07-01,Élévation des violences dans l’Anglophone Crisis,Escalade des violences et abondance des violences rurales dans les régions anglophones,Social/Géopolitique,Cameroon
2021-12-01,2021-12-01,Crises humanitaires et déplacements,Déplacements importants de populations en raison du conflit et des violences,Social/Environnement,Cameroon
2023-10-01,2023-10-01,Élections et processus politiques,Élections et annonces politiques dans le cadre du système électoral cameroonaise,Politique/Géopolitique,Cameroon
2024-08-01,2024-08-01,Intensification des violences frontalières,Nouvelles attaques et ripostes militaires dans les zones frontalières du nord et de l’est,Sécurité/Géopolitique,Cameroon
2025-10-01,2025-10-01,Élections présidentielles et suites,Déclarations officielles et contestations autour des résultats présidentiels,Politique/Global,Cameroon
2013-07-25,2013-08-25,Décret n°2013-508 portant interdiction d'exporter certaines espèces de bois,Publication d'un décret encadrant l'interdiction et les conditions d'exportation du bois de vêne et d'autres espèces,Politique/Juridique,Côte d'Ivoire
2014-03-21,2014-04-21,Arrêté interministériel relatif à l'import/export des marchandises ( Arrêté 2014-127 ),Fixe les conditions d'entrée et les règles d'exportation et réexportation des marchandises vers l'étranger,Juridique/Logistique,Côte d'Ivoire
2014-07-14,2014-08-14,Entrée en vigueur du Code forestier ivoirien (Loi n°2014-427),Mise en œuvre du Code forestier et des exigences de traçabilité et de transformation pour l’export de bois,Politique/Juridique/Économie,Côte d'Ivoire
2021-10-06,2021-11-06,Décret n°2021-587 fixant les conditions et modalités d’import/export des produits forestiers,Renforce les conditions d’import et d’export et exige une autorisation préalable et traçabilité,Politique/Juridique/Économie/Logistique,Côte d'Ivoire
2012-09-28,2014-09-28,"Mise en place de la Commission Dialogue, Vérité et Réconciliation (CDVR)",Commission créée pour faire la lumière sur les violences post-électorales de 2010-2011 et proposer des réparations,Politique/Géopolitique,Ivory Coast
2015-10-25,2015-10-25,Élection présidentielle 2015,"Ouattara remporte un second mandat avec 83,66% des suffrages",Politique,Ivory Coast
